City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
450,Pitiquito,MX,30.7,-112.0833,73.65,17,0,21.07,clear sky
451,Krasnoselkup,RU,65.7,82.4667,-13.79,100,100,3.15,overcast clouds
452,Nurota,UZ,40.5614,65.6886,56.53,62,67,13.85,broken clouds
453,Petauke,ZM,-14.2426,31.3253,64.76,91,100,2.46,overcast clouds
454,Chapais,CA,49.7834,-74.8492,10.18,85,100,7.18,overcast clouds
455,Progreso,MX,21.2833,-89.6667,95.11,70,14,12.53,few clouds
456,Oeiras,BR,-7.0253,-42.1311,79.92,71,100,3.78,very heavy rain
457,Sabha,LY,27.0377,14.4283,52.34,34,2,10.07,clear sky
458,Da Nang,VN,16.0678,108.2208,69.78,83,40,1.14,scattered clouds
459,Taunsa,PK,30.7048,70.6505,70.56,43,0,4.29,clear sky
460,Pangai,TO,-19.8,-174.35,78.91,78,100,4.61,overcast clouds
461,Sivaki,RU,52.6333,126.75,17.24,93,100,12.77,light snow
462,Xining,CN,36.6167,101.7667,43.36,27,91,1.79,overcast clouds
463,Karratha,AU,-20.7377,116.8463,85.28,59,2,1.68,clear sky
464,Plastun,RU,44.7561,136.2939,31.96,90,34,5.08,scattered clouds
465,Bikin,RU,46.8161,134.26,26.26,98,100,4.63,overcast clouds
466,Gorom-Gorom,BF,14.4439,-0.2361,85.17,7,31,8.93,scattered clouds
467,Shorkot,PK,31.9099,70.8774,67.64,45,0,1.36,clear sky
468,Bousso,TD,10.4795,16.7117,91.47,11,98,12.24,overcast clouds
469,Tyukhtet,RU,56.5389,89.3011,-10.73,100,100,3.91,overcast clouds
470,Huarmey,PE,-10.0681,-78.1522,75.52,76,46,10.63,scattered clouds
471,Napanee,CA,44.2501,-76.9494,37.94,62,100,7.45,overcast clouds
472,Nara,JP,34.6851,135.8049,46.71,48,70,2.73,broken clouds
473,Envira,BR,-7.3,-70.2167,78.42,93,73,2.06,broken clouds
474,Port Hedland,AU,-20.3167,118.5667,80.65,74,28,0.0,scattered clouds
475,Coihaique,CL,-45.5752,-72.0662,63.21,55,40,5.75,scattered clouds
476,Oranjemund,NA,-28.55,16.4333,75.85,67,98,4.85,overcast clouds
477,Lamont,US,35.2597,-118.9143,64.99,37,41,4.25,scattered clouds
478,Sakakah,SA,29.9697,40.2064,60.37,34,4,13.53,clear sky
479,Marystown,CA,47.1666,-55.1483,31.86,100,59,1.99,broken clouds
480,Alice,US,27.7523,-98.0697,67.57,72,100,11.5,overcast clouds
481,Anahuac,MX,27.2333,-100.15,77.61,33,73,14.25,broken clouds
482,Beloha,MG,-25.1667,45.05,75.56,88,27,13.67,scattered clouds
483,Maragogi,BR,-9.0122,-35.2225,80.08,73,89,9.71,overcast clouds
484,Gamba,GA,-2.65,10.0,79.9,81,100,5.66,overcast clouds
485,Toila,EE,59.4236,27.5025,23.97,70,53,13.6,broken clouds
486,Vieques,PR,18.425,-65.8329,78.8,94,40,12.66,scattered clouds
487,Jibuti,DJ,11.5,42.5,71.08,71,67,19.77,broken clouds
488,Okha,RU,53.5739,142.9478,7.23,91,49,6.91,scattered clouds
489,Nanakuli,US,21.3906,-158.1547,84.15,56,0,9.22,clear sky
490,Valparaiso,CL,-33.0393,-71.6273,75.43,42,0,12.66,clear sky
491,Garowe,SO,8.4054,48.4845,67.46,77,91,9.8,overcast clouds
492,Todos Santos,MX,23.45,-110.2167,67.44,57,1,10.74,clear sky
493,Kurilsk,RU,45.2333,147.8833,32.07,78,72,5.46,broken clouds
494,Tikrit,IQ,34.6071,43.6782,60.01,46,6,6.08,clear sky
495,Shikhany,RU,52.1167,47.2167,14.47,90,100,18.92,overcast clouds
496,Narrabri,AU,-30.3167,149.7833,65.52,79,56,1.01,broken clouds
497,Nyurba,RU,63.2842,118.3319,0.54,91,100,7.31,overcast clouds
498,Novi Di Modena,IT,44.8905,10.9014,41.99,62,5,8.12,clear sky
499,Lewiston,US,44.1003,-70.2148,44.78,58,0,6.91,clear sky
500,Dawson Creek,CA,55.7666,-120.2362,15.44,48,40,6.91,scattered clouds
501,Lagoa,PT,39.05,-27.9833,57.02,58,100,25.61,overcast clouds
502,Esmeraldas,BR,-19.7625,-44.3139,79.66,73,69,5.59,broken clouds
503,Changji,CN,44.0167,87.3167,36.39,87,0,2.24,clear sky
504,Kapuskasing,CA,49.4169,-82.4331,14.09,57,100,16.11,overcast clouds
505,Laguna,US,38.421,-121.4238,68.11,14,0,21.85,clear sky
506,Klaebu,NO,63.2976,10.4826,43.03,81,92,6.44,overcast clouds
507,Omsukchan,RU,62.5333,155.8,6.93,97,100,1.54,overcast clouds
508,Cowra,AU,-33.8333,148.6833,63.95,63,20,7.09,few clouds
509,Kpandu,GH,6.9954,0.2931,81.52,80,95,11.86,overcast clouds
510,Sterling,US,39.0062,-77.4286,51.22,50,100,9.22,overcast clouds
511,Ochakiv,UA,46.6128,31.5498,23.02,70,94,20.92,overcast clouds
512,Nivala,FI,63.9167,24.9667,31.68,91,100,9.84,overcast clouds
513,Chanderi,IN,24.7167,78.1333,69.71,31,40,3.44,scattered clouds
514,Deputatskiy,RU,69.3,139.9,-6.25,98,100,0.85,overcast clouds
515,Dongsheng,CN,39.8161,109.9776,45.07,70,100,7.96,overcast clouds
516,Buritis,BR,-15.6178,-46.4233,78.26,52,96,2.73,overcast clouds
517,Vestmannaeyjar,IS,63.4427,-20.2734,46.17,88,100,25.17,overcast clouds
518,Newport,GB,51.5877,-2.9984,49.08,83,80,9.22,broken clouds
519,Odweyne,SO,9.4092,45.064,70.09,60,89,6.33,overcast clouds
520,Vao,NC,-22.6667,167.4833,78.98,78,30,11.52,scattered clouds
521,La Reforma,MX,25.0833,-108.05,72.34,29,72,11.23,broken clouds
522,Doha,QA,25.2867,51.5333,76.98,69,0,13.8,clear sky
523,Asbe Teferi,ET,9.0833,40.8667,66.11,36,84,5.17,broken clouds
524,Pietarsaari,FI,63.65,22.6833,33.93,84,100,1.01,overcast clouds
525,Kupang,ID,-10.1667,123.5833,77.68,86,100,4.29,overcast clouds
526,Verkh-Usugli,RU,52.7,115.1667,-3.1,91,5,4.07,clear sky
527,Oum Hadjer,TD,13.2954,19.6966,85.01,14,35,17.87,scattered clouds
528,Jinchang,CN,38.4953,102.1739,45.59,39,29,4.65,scattered clouds
529,Uige,AO,-7.6087,15.0613,68.07,95,100,1.48,overcast clouds
530,Mahenge,TZ,-8.6833,36.7167,66.02,95,100,0.89,light rain
531,Abu Kamal,SY,34.4506,40.9171,56.17,45,6,17.56,clear sky
532,Atambua,ID,-9.1061,124.8925,73.4,89,80,2.77,broken clouds
533,Puerto Maldonado,PE,-12.6,-69.1833,90.0,58,20,2.3,few clouds
534,Kahului,US,20.8947,-156.47,91.42,54,20,17.27,few clouds
535,Grand Gaube,MU,-20.0064,57.6608,79.2,86,7,11.45,clear sky
536,Makakilo City,US,21.3469,-158.0858,82.72,60,0,9.22,clear sky
537,Bakchar,RU,57.0186,82.0711,-23.28,100,95,2.64,overcast clouds
538,Fontanka,UA,46.5626,30.8607,23.65,66,97,19.35,overcast clouds
539,Sri Aman,MY,1.2376,111.4621,73.45,94,98,0.0,overcast clouds
540,Beyneu,KZ,45.3167,55.2,43.11,92,100,3.62,overcast clouds
541,Sijunjung,ID,-0.6876,100.9537,71.47,96,100,1.9,overcast clouds
542,Alofi,NU,-19.0595,-169.9187,84.09,79,75,5.75,broken clouds
543,Yelan,RU,50.949,43.7378,19.22,95,100,13.67,snow
544,Pinawa,CA,50.1489,-95.8811,12.6,90,100,11.9,overcast clouds
545,Arman,RU,59.7,150.1667,16.83,79,100,7.96,overcast clouds
546,San Carlos,VE,9.6612,-68.5827,86.83,52,86,3.71,overcast clouds
547,Pergamino,AR,-33.89,-60.5736,69.19,59,1,7.9,clear sky
548,Okato,NZ,-39.2,173.8833,71.91,58,25,13.62,scattered clouds
549,Druzhba,UA,52.0428,33.9453,14.77,82,12,16.87,few clouds
550,Kem,RU,64.9555,34.5793,32.23,87,100,13.67,overcast clouds
551,Nakapiripirit,UG,1.9167,34.7833,72.95,40,89,7.61,overcast clouds
552,The Valley,AI,18.217,-63.0578,78.94,69,20,19.57,few clouds
553,Teahupoo,PF,-17.8333,-149.2667,80.56,74,87,13.82,overcast clouds
554,Hobyo,SO,5.3505,48.5268,77.38,68,63,12.08,broken clouds
555,Dombarovskiy,RU,50.7587,59.5386,12.76,90,100,16.82,overcast clouds
556,Mamburao,PH,13.25,120.6667,76.82,84,99,5.97,overcast clouds
557,Mao,ES,39.8885,4.2658,50.56,81,20,4.61,few clouds
558,Takoradi,GH,4.8845,-1.7554,81.93,85,94,9.28,overcast clouds
559,Ciudad Bolivar,VE,8.1222,-63.5497,85.95,55,100,11.7,overcast clouds
560,Yenagoa,NG,4.9247,6.2642,80.24,85,95,6.02,overcast clouds
561,Kaeo,NZ,-35.1,173.7833,76.32,66,64,10.42,broken clouds
562,Chernyshevsk,RU,52.5243,117.0174,2.48,94,100,1.9,overcast clouds
563,Ciamis,ID,-7.3257,108.3534,72.82,94,100,2.8,overcast clouds
564,Kieta,PG,-6.2167,155.6333,81.72,75,76,1.43,broken clouds
565,Tommot,RU,58.9564,126.2925,-9.85,100,100,0.85,overcast clouds
566,Bonavista,CA,48.6499,-53.1147,30.88,82,97,10.38,overcast clouds
567,Acajutla,SV,13.5928,-89.8275,84.63,60,0,7.76,clear sky
568,Tateyama,JP,34.9833,139.8667,47.1,58,25,7.02,scattered clouds
569,Aksha,RU,50.2814,113.2867,14.4,71,0,3.36,clear sky
570,Rio Grande,BR,-32.035,-52.0986,70.95,82,99,14.72,overcast clouds
571,Meulaboh,ID,4.1363,96.1285,75.07,93,100,5.86,heavy intensity rain
572,Kashi,CN,39.4547,75.9797,51.01,14,20,8.95,few clouds
573,Pedernales,DO,18.0384,-71.744,83.97,57,13,10.74,few clouds
574,Bosaso,SO,11.2842,49.1816,76.39,67,100,4.29,overcast clouds
575,Khani,GE,41.9563,42.9566,29.77,99,100,2.73,light snow
576,Rumoi,JP,43.9344,141.6428,33.71,83,100,8.34,light snow
577,Flagstaff,US,35.1981,-111.6513,40.51,77,100,13.8,light snow
578,Manoel Urbano,BR,-8.8389,-69.2597,81.12,79,87,3.31,overcast clouds
579,Mandvi,IN,22.8333,69.3667,76.48,51,0,11.54,clear sky
580,Uvinza,TZ,-5.1036,30.3911,67.44,92,95,2.3,overcast clouds
581,Buala,SB,-8.145,159.5921,83.19,74,89,2.62,overcast clouds
582,Pathein,MM,16.7833,94.7333,74.79,77,47,7.52,scattered clouds
583,Cabudare,VE,10.0289,-69.0894,82.65,67,83,6.73,broken clouds
584,Poyarkovo,RU,49.6,128.6833,19.42,91,67,10.6,broken clouds
585,Cabedelo,BR,-6.9811,-34.8339,81.27,77,99,14.36,overcast clouds
586,Hit,IQ,33.6416,42.8251,64.36,42,56,7.9,broken clouds
587,Maraa,BR,-1.8333,-65.3667,81.88,75,53,3.09,light rain
588,Minna,NG,9.6139,6.5569,91.11,52,0,2.3,clear sky
589,Jalu,LY,29.0331,21.5482,51.93,51,10,10.22,clear sky
590,Maridi,SS,4.9158,29.4742,79.75,35,89,3.04,overcast clouds
591,Pilar,BR,-9.5972,-35.9567,78.73,82,82,4.56,broken clouds
592,Ishigaki,JP,24.3448,124.1572,69.93,73,20,10.36,few clouds
593,Majene,ID,-3.5403,118.9707,77.74,89,98,3.94,overcast clouds
594,Nizhniy Kuranakh,RU,58.8353,125.4869,-4.05,100,100,3.09,overcast clouds
595,Najran,SA,17.4924,44.1277,70.45,25,89,5.48,overcast clouds
596,Parabel,RU,58.6978,81.4825,-23.42,100,97,5.28,overcast clouds
597,Indramayu,ID,-6.3264,108.32,78.39,84,86,4.16,overcast clouds
598,Camacha,PT,33.0833,-16.3333,62.02,82,20,6.91,few clouds
599,Poroshkovo,UA,48.6683,22.7533,24.01,56,4,5.41,clear sky
600,Kerrville,US,30.0474,-99.1403,74.25,37,0,6.91,clear sky
601,Nome,US,64.5011,-165.4064,24.87,59,0,32.21,clear sky
602,Kaputa,ZM,-8.4689,29.6619,69.04,92,96,2.84,overcast clouds
603,Benjamin Constant,BR,-4.3831,-70.0311,84.33,83,20,5.75,few clouds
604,Mogadishu,SO,2.0371,45.3438,77.86,75,98,15.77,overcast clouds
605,Shahr-E Babak,IR,30.1165,55.1186,59.72,36,71,16.87,broken clouds
606,Udachnyy,RU,66.4167,112.4,-5.58,99,100,3.29,overcast clouds
607,Carnduff,CA,49.1667,-101.8009,8.38,81,89,20.36,overcast clouds
608,Zakharovo,RU,54.366,39.2792,9.57,94,7,8.88,clear sky
609,Yilan,TW,24.757,121.753,68.02,99,0,3.15,clear sky
610,Hoi An,VN,15.8794,108.335,69.76,89,80,5.21,broken clouds
611,Canico,PT,32.6333,-16.85,66.06,82,20,4.61,few clouds
612,Jinji,CN,23.2281,110.8261,70.07,71,99,2.73,overcast clouds
613,Lundazi,ZM,-12.2929,33.1782,65.64,96,100,4.38,light rain
614,Puerto Padre,CU,21.195,-76.6028,82.2,65,0,13.8,clear sky
615,Ryotsu,JP,38.0833,138.4333,44.74,72,88,8.39,overcast clouds
616,Koumac,NC,-20.5667,164.2833,82.83,64,63,9.46,broken clouds
617,Lerwick,GB,60.1545,-1.1494,46.22,89,76,30.6,broken clouds
618,Egvekinot,RU,66.3167,-179.1667,10.78,56,0,18.9,clear sky
619,Saint Anthony,US,45.0205,-93.218,27.25,57,100,16.11,overcast clouds
620,Hirara,JP,24.8,125.2833,66.47,68,75,5.75,broken clouds
621,Semey,KZ,50.4111,80.2275,6.46,98,53,3.87,broken clouds
622,Tairua,NZ,-37.0167,175.85,67.95,63,77,8.75,broken clouds
623,Jamiltepec,MX,16.2833,-97.8167,87.44,33,4,9.91,clear sky
624,Puerto Escondido,MX,15.85,-97.0667,85.03,70,0,11.5,clear sky
625,Minas,UY,-34.3759,-55.2377,63.73,77,100,13.27,overcast clouds
626,Nizwa,OM,22.9333,57.5333,73.63,32,0,1.66,clear sky
627,Severomuysk,RU,56.1481,113.4267,-19.28,90,54,0.6,broken clouds
628,Yinchuan,CN,38.4681,106.2731,49.37,59,85,1.68,overcast clouds
629,Cartagena Del Chaira,CO,1.3349,-74.8429,83.7,63,95,3.87,overcast clouds
630,Redmond,US,47.674,-122.1215,50.09,40,96,5.01,overcast clouds
631,Nalut,LY,30.3333,10.85,52.45,33,99,11.12,overcast clouds
632,Ayan,RU,56.45,138.1667,10.6,79,100,5.26,overcast clouds
633,Sao Domingos Do Maranhao,BR,-5.5758,-44.3853,74.98,93,100,2.3,overcast clouds
634,Boyolangu,ID,-8.1181,111.8935,75.02,92,100,1.95,overcast clouds
635,Bundaberg,AU,-24.85,152.35,80.22,80,40,13.8,scattered clouds
636,San Jose,US,37.3394,-121.895,69.91,20,0,14.97,clear sky
637,Kutum,SD,14.2,24.6667,69.73,24,80,18.66,broken clouds
638,Sumbe,AO,-11.2061,13.8437,79.11,82,99,4.92,overcast clouds
639,Birin,NP,26.8865,88.0718,55.6,42,0,5.5,clear sky
640,Juba,SS,4.8517,31.5825,87.13,28,100,2.84,overcast clouds
641,Havoysund,NO,70.9963,24.6622,39.65,86,87,44.65,overcast clouds
642,Iskateley,RU,67.6803,53.1512,10.53,92,100,18.86,overcast clouds
643,Las Tunas,CU,20.9617,-76.9511,86.16,48,0,11.83,clear sky
644,Anzio,IT,41.4853,12.6179,48.97,85,5,2.46,clear sky
645,Gizo,SB,-8.103,156.8419,82.92,74,55,5.68,broken clouds
646,Serenje,ZM,-13.2325,30.2352,61.84,98,96,7.87,light rain
647,Rosarito,MX,32.3333,-117.0333,66.42,69,82,3.42,broken clouds
648,Amapa,BR,1.0,-52.0,72.28,98,100,1.57,overcast clouds
649,Tevaitoa,PF,-16.7833,-151.5,81.3,72,35,13.06,scattered clouds
650,Bima,ID,-8.4667,118.7167,75.78,93,28,2.55,scattered clouds
651,Urumqi,CN,43.801,87.6005,32.95,87,0,2.24,clear sky
652,Neaua,RO,46.4833,24.8333,19.81,62,13,1.12,few clouds
653,Mokshan,RU,53.4365,44.6132,4.91,93,77,14.41,broken clouds
654,Ngunguru,NZ,-35.6167,174.5,69.84,62,22,11.52,few clouds
655,Syamzha,RU,60.0158,41.0614,16.23,95,100,4.97,overcast clouds
656,Banda Aceh,ID,5.5577,95.3222,79.05,80,99,7.07,overcast clouds
657,Pemba,MZ,-12.974,40.5178,77.7,94,75,9.22,broken clouds
658,Paamiut,GL,61.994,-49.6678,0.72,94,31,13.6,scattered clouds
659,El Tambo,CO,1.4181,-77.3968,62.19,77,40,3.44,light rain
660,Komsomolskiy,UZ,40.4272,71.7189,48.92,81,80,6.91,broken clouds
661,Cervo,ES,43.6702,-7.4101,56.32,72,97,9.84,overcast clouds
662,Alta Floresta,BR,-9.8756,-56.0861,73.67,97,99,3.44,overcast clouds
663,Gusev,RU,54.5922,22.1997,25.93,54,7,5.12,clear sky
664,Amahai,ID,-3.3333,128.9167,78.84,83,100,4.7,overcast clouds
665,Winslow,US,35.0242,-110.6974,42.98,61,100,14.97,light rain
666,Acapulco,MX,16.8634,-99.8901,80.42,74,0,5.75,clear sky
667,Sillamae,EE,59.3997,27.7547,23.29,73,33,12.48,scattered clouds
668,Virginia Beach,US,36.8529,-75.978,45.05,90,100,1.01,moderate rain
669,Quatre Cocos,MU,-20.2078,57.7625,78.91,86,11,8.08,few clouds
670,Mayumba,GA,-3.432,10.6554,80.69,80,97,5.53,overcast clouds
671,Baruun-Urt,MN,46.6806,113.2792,21.58,49,20,5.55,few clouds
672,Morant Bay,JM,17.8815,-76.4093,86.7,74,5,10.65,clear sky
673,Balkhash,KZ,46.844,74.9804,26.85,88,100,16.33,overcast clouds
674,Sarnia,CA,42.9787,-82.4041,37.94,70,75,11.99,broken clouds
675,Zhanaozen,KZ,43.3,52.8,38.12,83,100,13.06,overcast clouds
676,Nuuk,GL,64.1835,-51.7216,-8.1,90,51,6.8,broken clouds
